name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand
Steed,https://www.cars24.com.au/buy-used-gwm-steed-car-19663100068736/,15390,"60,001 - 80,000",Manual,Diesel,Cab Chassis,20251112,cars24,2021,GWM
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-19387137716992/,33190,"40,001 - 60,000",Manual,Diesel,Cab Chassis,20251112,cars24,2021,Mitsubishi
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19869781099328/,20290,"60,001 - 80,000",Automatic,Petrol,Coupe,20251112,cars24,2023,Renault
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19925739756544/,22190,"40,001 - 60,000",Automatic,Petrol,Coupe,20251112,cars24,2023,Renault
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-18519629992832/,20995,"40,001 - 60,000",Automatic,Petrol,Coupe,20251112,cars24,2022,Renault
3,https://www.cars24.com.au/buy-used-mazda-3-car-19888594290048/,30090,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251112,cars24,2024,Mazda
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19240737480384/,25690,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2019,Volkswagen
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19630613717120/,16790,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2016,Toyota
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19869711860224/,13890,"20,001 - 40,000",Automatic,Diesel,Hatchback,20251112,cars24,2016,Hyundai
Polo,https://www.cars24.com.au/buy-used-volkswagen-polo-car-18566072769024/,14990,"0 - 20,000",Automatic,Petrol,Hatchback,20251112,cars24,2015,Volkswagen
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19715137712128/,24290,"120,001 - 140,000",Automatic,Hybrid,Hatchback,20251112,cars24,2019,Toyota
Puma,https://www.cars24.com.au/buy-used-ford-puma-car-18824554833600/,22990,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2022,Ford
Mg4,https://www.cars24.com.au/buy-used-mg-mg4-car-19561486096000/,28090,"60,001 - 80,000",Automatic,Electric,Hatchback,20251112,cars24,2023,MG
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19561372344128/,33790,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2022,Hyundai
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19711212668736/,22790,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2019,Toyota
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-18700042448192/,20190,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2020,Kia
3,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,31590,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251112,cars24,2023,Mazda
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19244276161088/,21690,"0 - 20,000",Automatic,Petrol,Hatchback,20251112,cars24,2017,Hyundai
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-car-19324339417152/,23390,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2022,Toyota
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19390205194560/,33390,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2023,Hyundai
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19368973321472/,15490,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2022,MG
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19414680310400/,17390,"140,001 - 160,000",Automatic,Petrol,Hatchback,20251112,cars24,2019,Volkswagen
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19631890359744/,25890,"0 - 20,000",Automatic,Petrol,Hatchback,20251112,cars24,2020,Volkswagen
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414030516416/,27690,"60,001 - 80,000",Automatic,Hybrid,Hatchback,20251112,cars24,2021,Toyota
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18791250270272/,20490,"20,001 - 40,000",Automatic,Petrol,Hatchback,20251112,cars24,2015,Volkswagen
Impreza,https://www.cars24.com.au/buy-used-subaru-impreza-car-19110386401856/,18090,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2017,Subaru
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-hybrid+-car-19506164816064/,24490,"60,001 - 80,000",Automatic,Hybrid,Hatchback,20251112,cars24,2024,MG
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,21195,"20,001 - 40,000",Manual,Petrol,Hatchback,20251112,cars24,2021,Hyundai
2,https://www.cars24.com.au/buy-used-mazda-2-car-19797753245056/,23090,"60,001 - 80,000",Automatic,Petrol,Hatchback,20251112,cars24,2024,Mazda
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19715401371456/,27790,"40,001 - 60,000",Automatic,Petrol,Hatchback,20251112,cars24,2021,Kia
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19179883896384/,21390,"120,001 - 140,000",Automatic,Petrol,Hatchback,20251112,cars24,2019,Toyota
